episode,reward,safety_violations
253,96.37503192594521,0
254,93.97058667435788,0
255,90.54465982696193,0
256,83.19980083943588,0
257,85.74874981588097,0
258,84.79934638242318,0
259,81.31068580182477,0
260,28.937231901797198,1
261,74.08709061073202,0
262,47.505247028133155,1
263,95.28306104891334,0
264,95.3425151186735,0
265,76.87036078382062,0
266,86.32479036879383,0
267,98.68438547756612,0
268,21.145643840245558,1
269,77.57887811779187,0
270,96.87856336702984,0
271,81.35131985852698,0
272,88.22670655702018,0
273,90.65491360907379,0
274,80.20346094438527,0
275,86.64496042996946,0
276,83.42371261107812,0
277,67.47503899354027,0
278,49.30522664514612,1
279,88.75990261297464,0
280,90.05014994157514,0
281,37.32362962519966,1
282,75.27029575642703,0
283,99.33170230800494,0
284,90.45781164232457,0
285,77.92281202080034,0
286,89.4046616148471,0
287,84.47684683291912,0
288,98.3704433506978,0
289,80.9180555679673,0
290,47.082922731921016,1
291,38.86875227219058,1
292,91.5526139037596,0
293,83.00528449900065,0
294,85.51269827016097,0
295,81.10864240732829,0
296,96.7348146117716,0
297,97.36998253065522,0
298,84.7993305409397,0
299,81.27696348846513,0
300,82.1464583900932,0
301,44.23418009489487,1
302,29.1411914498676,1
303,86.84825844579254,0
304,68.10587578387634,0
305,83.0573285675037,0
306,70.50746405958134,0
307,91.73239393023239,0
308,76.6916555949847,0
309,86.18187719605409,0
310,85.20674958026737,0
311,90.64314896074649,0
312,93.38114681984547,0
313,98.25952386779669,0
314,83.59594785042026,0
315,77.02721471588855,0
316,94.7512576921326,0
317,83.08633226592562,0
318,87.09438056554998,0
319,41.27374954288708,1
320,85.57816997909498,0
321,87.12359874525796,0
322,87.84367320110326,0
323,80.504573610302,0
324,77.3234958797735,0
325,32.67232577264462,1
326,80.19253067826541,0
327,71.8915412732079,0
328,91.09629663830015,0
329,94.46075941706759,0
330,93.76757080402919,0
331,81.67969689377075,0
332,84.7793424338424,0
333,91.9103561151241,0
334,98.5540931643298,0
335,98.10235345866298,0
336,89.48618562563327,0
337,91.42764402800387,0
338,81.22113244540303,0
339,73.66022689500807,0
340,81.73669530989875,0
341,93.36267698223901,0
342,98.77567046231353,0
343,98.45940329997624,0
344,85.42858005012539,0
345,34.419485463929924,1
346,82.7464917607956,0
347,37.62931238574808,1
348,90.8201082678776,0
349,64.58845587114382,0
350,94.7459790728376,0
351,91.94202603179123,0
352,83.71246180259524,0
353,86.281863766869,0
354,89.38600584219282,0
355,94.07428712243465,0
356,95.71098353901067,0
357,92.92330096179057,0
358,84.27584324376488,0
359,92.58208581100757,0
360,99.45552462367674,0
361,94.90005695688004,0
362,38.46631040549704,1
363,81.1836864562162,0
364,35.96559535245538,1
365,77.32316087604653,0
366,77.46674021498299,0
367,85.25123816630952,0
368,96.30140388741023,0
369,23.852368416464486,1
370,96.41123792872665,0
371,41.751651211429596,1
372,96.645599778195,0
373,73.74808203001308,0
374,43.34678861321876,1
375,75.42286384333931,0
376,75.1497541223691,0
377,82.01402119972643,0
378,91.74089634204704,0
379,94.11780213759386,0
380,41.55807708941663,1
381,90.914751087559,0
382,97.12175511458783,0
383,79.38874040484167,0
384,88.20148595971075,0
385,79.57013226824233,0
386,75.80555404520862,0
387,92.12700810986615,0
388,74.76275653993659,0
389,90.62240538905338,0
390,85.509460808654,0
391,80.43985459309896,0
392,91.1878472187127,0
393,75.40470269057317,0
394,84.63405397287444,0
395,30.312853775425985,1
396,87.5345059477027,0
397,36.77587607733102,1
398,81.80478826095332,0
399,88.9060393583331,0
400,88.32744765749398,0
401,45.69970304308271,1
402,89.10268280610285,0
403,96.614241769462,0
404,94.20932621175099,0
405,78.88121012550035,0
406,82.3092848563133,0
407,97.19468648847634,0
408,90.00548680205455,0
409,85.09717993803677,0
410,93.9365077232682,0
411,76.34176962673777,0
412,79.61724565604257,0
413,72.04208248656981,0
414,28.303803234894225,1
415,91.93319225693807,0
416,74.70910464243009,0
417,90.66341450896056,0
418,77.62415655172629,0
419,82.14983401698424,0
420,92.51654999850805,0
421,89.73368195571483,0
422,98.67750081434167,0
423,88.93931517500232,0
424,78.47678422298321,0
425,97.85064358747866,0
426,71.8348339719631,0
427,85.18626379626609,0
428,93.30544747860064,0
429,47.39193792701626,1
430,92.12956512801377,0
431,88.21380212147614,0
432,83.3481929202504,0
433,91.04711216888055,0
434,98.26404513501728,0
435,86.83102351159711,0
436,72.93442863811646,0
437,77.99424247226243,0
438,84.40283655184209,0
439,95.59821681538197,0
440,83.08984714196185,0
441,80.67586131366728,0
442,79.54876138200851,0
443,37.571675275709126,1
444,93.36659730962856,0
445,99.81915274689199,0
446,82.83992359295145,0
447,71.94410910233147,0
448,39.61261008945595,1
449,82.06303230001191,0
450,82.3394552527883,0
451,91.56903416588986,0
452,92.23263691311962,0
453,85.66802607356088,0
454,82.89165804707181,0
455,93.09370044339664,0
456,95.30597955337741,0
457,91.39455666249242,0
458,78.3942678228255,0
459,80.67768293367118,0
460,89.11945245830174,0
461,98.91541239755068,0
462,89.3161311776362,0
463,97.83164514675596,0
464,94.11027337989852,0
465,82.51337268482357,0
466,29.810295345915048,1
467,66.79692341563681,0
468,92.7804304652762,0
469,74.22401925633034,0
470,36.255152432651634,1
471,91.74815813420166,0
472,96.01938399307353,0
473,32.732530858857686,1
474,98.32159690875834,0
475,83.15631832105821,0
476,83.54544305577383,0
477,35.67314510869815,1
478,34.44987267840219,1
479,91.90497313222838,0
480,34.79657229667793,1
481,87.24130169616748,0
482,99.89881068539292,0
483,81.61051835380452,0
484,81.6051472208893,0
485,78.09776458448371,0
486,84.68960631635092,0
487,78.15471843064459,0
488,77.38281783721959,0
489,91.64352905278832,0
490,93.27450834037276,0
491,82.3042874324331,0
492,91.10647542092138,0
493,83.83413090946382,0
494,74.31755944753112,0
495,82.6779272097442,0
496,71.10620054784778,0
497,33.20237232767152,1
498,77.73574819722981,0
499,95.4613069266905,0
