reward,throughput_reward,equity_penalty,equity_gap_steps,safety_violation_rate,filter_block_rate,discharged,method,seed,episode
149.1042319509696,149.1042319509696,0.0,0.2224513172966781,0.0,0.0,727,FCFS-Static,0,0
162.44586111300123,162.44586111300123,0.0,0.23481781376518224,0.0,0.0,762,FCFS-Static,0,1
28.189925081010603,28.189925081010603,0.0,0.15668822797565773,0.1875,0.0,783,FCFS-Static,0,2
154.76228835978839,154.76228835978839,0.0,0.14426194839983086,0.0,0.0,726,FCFS-Static,0,3
171.71525585525586,171.71525585525586,0.0,0.19633731723087833,0.0,0.0,796,FCFS-Static,0,4
144.09834971809238,144.09834971809238,0.0,0.10576687116564415,0.020833333333333332,0.0,764,FCFS-Static,0,5
68.43109618186821,68.43109618186821,0.0,0.06134484823009423,0.14583333333333334,0.0,847,FCFS-Static,0,6
119.35443410562607,119.35443410562607,0.0,0.14005827230490586,0.07291666666666667,0.0,810,FCFS-Static,0,7
-11.424324996898534,-11.424324996898534,0.0,0.15585658927350288,0.23958333333333334,0.0,812,FCFS-Static,0,8
104.77713840625971,104.77713840625971,0.0,0.26081924922246064,0.08333333333333333,0.0,754,FCFS-Static,0,9
19.38454507555284,19.38454507555284,0.0,0.3264996345782658,0.19791666666666666,0.0,776,FCFS-Static,0,10
90.43754241429934,90.43754241429934,0.0,0.25640004131438776,0.09375,0.0,786,FCFS-Static,0,11
-41.38234787593986,-41.38234787593986,0.0,0.2369093231162197,0.2916666666666667,0.0,857,FCFS-Static,0,12
158.5743394645001,158.5743394645001,0.0,0.18223354470689218,0.010416666666666666,0.0,767,FCFS-Static,0,13
168.29139984513827,168.29139984513827,0.0,0.1467967967967968,0.0,0.0,781,FCFS-Static,0,14
168.23729255737382,168.23729255737382,0.0,0.332862942199884,0.0,0.0,801,FCFS-Static,0,15
138.28649110356426,138.28649110356426,0.0,0.29345080207149177,0.03125,0.0,790,FCFS-Static,0,16
114.10736036588396,114.10736036588396,0.0,0.2790644347626691,0.0625,0.0,768,FCFS-Static,0,17
128.35801879314067,128.35801879314067,0.0,0.35495967063072986,0.0625,0.0,787,FCFS-Static,0,18
162.4349260616405,162.4349260616405,0.0,0.2549421284441258,0.0,0.0,775,FCFS-Static,0,19
113.49106164725943,113.49106164725943,0.0,0.13344386219419524,0.052083333333333336,0.0,749,FCFS-Static,0,20
166.64697656782218,166.64697656782218,0.0,0.25408719346049047,0.0,0.0,758,FCFS-Static,0,21
140.9217733755466,140.9217733755466,0.0,0.28988122430333485,0.020833333333333332,0.0,833,FCFS-Static,0,22
-65.86906954059963,-65.86906954059963,0.0,0.16018158236057067,0.3020833333333333,0.16666666666666666,843,FCFS-Static,0,23
119.34827008095394,119.34827008095394,0.0,0.17671957671957672,0.0625,0.0,783,FCFS-Static,0,24
153.32983594119662,153.32983594119662,0.0,0.4360768175582991,0.020833333333333332,0.0,776,FCFS-Static,0,25
64.56901585365796,64.56901585365796,0.0,0.18061249489587594,0.14583333333333334,0.0,832,FCFS-Static,0,26
114.52096339218633,114.52096339218633,0.0,0.24980115098488745,0.0625,0.0,781,FCFS-Static,0,27
86.68551497350262,86.68551497350262,0.0,0.17794212813164467,0.11458333333333333,0.0,774,FCFS-Static,0,28
166.41920015170018,166.41920015170018,0.0,0.24695957633658888,0.0,0.0,718,FCFS-Static,0,29
154.59943901104143,154.59943901104143,0.0,0.12362499999999998,0.020833333333333332,0.0,744,FCFS-Static,0,30
133.78465179994012,133.78465179994012,0.0,0.3406555981268625,0.03125,0.0,763,FCFS-Static,0,31
141.15303294701516,141.15303294701516,0.0,0.32718441150044925,0.03125,0.0,781,FCFS-Static,0,32
134.56649137505985,134.56649137505985,0.0,0.20368762660713546,0.041666666666666664,0.0,776,FCFS-Static,0,33
107.33733772390895,107.33733772390895,0.0,0.21680838441763894,0.09375,0.0,822,FCFS-Static,0,34
2.830894421374318,2.830894421374318,0.0,0.1963739624290083,0.21875,0.0,814,FCFS-Static,0,35
155.47118593137162,155.47118593137162,0.0,0.11970089903181191,0.010416666666666666,0.0,762,FCFS-Static,0,36
132.75053579554546,132.75053579554546,0.0,0.18829969660994594,0.041666666666666664,0.0,728,FCFS-Static,0,37
-24.56149372875147,-24.56149372875147,0.0,0.38037665659149034,0.2604166666666667,0.0,816,FCFS-Static,0,38
127.26143813669701,127.26143813669701,0.0,0.588701802148374,0.052083333333333336,0.0,746,FCFS-Static,0,39
145.93019446376064,145.93019446376064,0.0,0.2651462395543176,0.020833333333333332,0.0,759,FCFS-Static,0,40
96.84602094936655,96.84602094936655,0.0,0.1453955500618047,0.08333333333333333,0.0,821,FCFS-Static,0,41
136.37137057387056,136.37137057387056,0.0,0.4443243243243243,0.020833333333333332,0.0,772,FCFS-Static,0,42
112.56585134042368,112.56585134042368,0.0,0.13721552878179388,0.0625,0.0,768,FCFS-Static,0,43
123.25525542280641,123.25525542280641,0.0,0.15970486848473475,0.041666666666666664,0.0,786,FCFS-Static,0,44
